"FileName","FileType","DetectDate","Notes","LabComments","LabStatus","SubDate","Latitude","Longitude"
"ATT1011_IMG_14321.jpg","image/jpg","2020-07-19","Found this alive on a railroad tie right by a bee nest.","That's a female horntail sawfly. Please don't kill them.  /bgimage","Negative ID","2020-07-19","47.299773","-122.371256"
"ATT1012_IMG_14301.jpg","image/jpg","2020-07-19","Found this alive on a railroad tie right by a bee nest.","That's a female horntail sawfly. Please don't kill them.  /bgimage","Negative ID","2020-07-19","47.299773","-122.371256"
"ATT1013_1B872E79-5FCA-4767-B337-0E54C11AF4AE.jpg","image/jpg","2020-07-19","Not sure if this is a giant Asian Hornet, has long “stinger”?","That's a female Siricid horntail  with her long ovipositor. She uses it. to lay eggs in wood.  ","Negative ID","2020-07-19","47.770334","-122.348237"
"ATT1014_159986.jpg","image/jpg","2020-07-19","Bald faced hornet?","No, it's a Sphecid wasp. Could be this guy:  ","Negative ID","2020-07-19","47.480161","-122.144452"
"ATT1015_F60ACB0D-0141-48FB-AF18-C7C732903A62.jpg","image/jpg","2020-07-19","For in my pool","Cicada killer. Please let it go. ","Negative ID","2020-07-19","47.61034","-119.29147"
"ATT1016_BFEA3915-8C29-4285-8978-DD79A6C116EA.jpg","image/jpg","2020-07-19","We are in Umatilla National Forest, in a semi-wooded area","Cicada killer. ","Negative ID","2020-07-19","46.647086","-117.220249"
"ATT1017_D7E0C43C-3CC0-41BD-828F-23C75C07E14D.jpg","image/jpg","2020-07-19","We are in Umatilla National Forest, in a semi-wooded area","Cicada killer. ","Negative ID","2020-07-19","46.647086","-117.220249"
"ATT1018_366192CC-208D-449F-BDC3-E4E18CC31C5F.jpg","image/jpg","2020-07-19","We are in Umatilla National Forest, in a semi-wooded area","Cicada killer. ","Negative ID","2020-07-19","46.647086","-117.220249"
"ATT1019_EEAF3BCA-6908-4B73-AD45-CDE10C55042C.jpg","image/jpg","2020-07-19","We are in Umatilla National Forest, in a semi-wooded area","Cicada killer. ","Negative ID","2020-07-19","46.647086","-117.220249"
"ATT1020_IMG_20200719_111952_511.jpg","image/jpg","2020-07-19","I was under a pear tree in our yard and heard buzzing above then two massive Hornets fell out of the tree onto th ground and were like fighting or something and then tr hey flew away.","It is not possible to identify for sure, but it is definitely not an Asian giant hornet; no orange coloring.","Negative ID","2020-07-19","48.08441","-122.8575"
"ATT1021_received_1888719981267948.jpg","image/jpg","2020-07-19","Flew in to veh SR14 in the Roosevelt area","Cicada killer. ","Negative ID","2020-07-19","45.749151","-120.200088"
"ATT1022_IMG_20200719_110738.jpg","image/jpg","2020-07-19","It was laying still on the #15 green. I approached to move it (thought it was a beetle) until I moved my putter head close and it made a buzzing noise unlike anything I have heard from an insect.  So I stepped on it to kill it and we saved it in a plasti","That's a cicada! No need to kill them.","Negative ID","2020-07-19","47.592845","-122.695178"
"ATT1023_IMG_20200719_110746.jpg","image/jpg","2020-07-19","It was laying still on the #15 green. I approached to move it (thought it was a beetle) until I moved my putter head close and it made a buzzing noise unlike anything I have heard from an insect.  So I stepped on it to kill it and we saved it in a plasti","That's a cicada! No need to kill them.","Negative ID","2020-07-19","47.592845","-122.695178"
"ATT1024_IMG_20200719_110751.jpg","image/jpg","2020-07-19","It was laying still on the #15 green. I approached to move it (thought it was a beetle) until I moved my putter head close and it made a buzzing noise unlike anything I have heard from an insect.  So I stepped on it to kill it and we saved it in a plasti","That's a cicada! No need to kill them.","Negative ID","2020-07-19","47.592845","-122.695178"
"ATT1025_CD1EEE5F-9195-49E8-B5DC-9B51303E99BC.jpg","image/jpg","2020-07-19","Found in our washer which is in our garage as we were moving clothes from washer to the dryer.","Hmm. That was not an Asian giant hornet. It possibly was a June bug beetle.","Negative ID","2020-07-19","48.84756","-122.59351"
"ATT1026_5EDC2AD3-FC07-427E-B702-CB2F1962D4A3.jpg","image/jpg","2020-07-19","Found in our washer which is in our garage as we were moving clothes from washer to the dryer.","Hmm. That was not an Asian giant hornet. It possibly was a June bug beetle.","Negative ID","2020-07-19","48.84756","-122.59351"
"ATT1027_D8C01585-82AC-4563-A3F9-157D92CFFBD6.jpg","image/jpg","2020-07-19","This insect has been seen near our pool this summer about three times so far. Also we saw this same type of insect at our old home a street away about two years ago! The insect hovered and investigated the grass area near pool and finally settled near a","Cicada killer. ","Negative ID","2020-07-19","47.44554","-120.27917"
"ATT1028_3D1E08EF-7B0E-45CE-BE28-FF2800F32D3F.jpg","image/jpg","2020-07-19","This insect has been seen near our pool this summer about three times so far. Also we saw this same type of insect at our old home a street away about two years ago! The insect hovered and investigated the grass area near pool and finally settled near a","Cicada killer. ","Negative ID","2020-07-19","47.44554","-120.27917"
"ATT1029_FF36AC51-D0AA-4280-980F-20541D941C5F.jpg","image/jpg","2020-07-19","This insect has been seen near our pool this summer about three times so far. Also we saw this same type of insect at our old home a street away about two years ago! The insect hovered and investigated the grass area near pool and finally settled near a","Cicada killer. ","Negative ID","2020-07-19","47.44554","-120.27917"
"ATT1030_15951849841557659847522567342602.jpg","image/jpg","2020-07-19","Asian Hornet??","No, that's a Urocerus horntail sawfly. She uses her ovipositor.to lay her eggs. Please let her go.","Negative ID","2020-07-19","48.058775","-117.636524"
"ATT1031_9E197C38-F5F8-42E2-AA3A-806E24016BFB.jpg","image/jpg","2020-07-19","Drowned in my cooler. It is soaking wet in picture.","Thanks for your submission! This is a longhorn beetle.","Negative ID","2020-07-19","47.29607","-122.631662"
"ATT1032_Screenshot_20200719-120201_Gallery.jpg","image/jpg","2020-07-19","Doesn't look quite right, but was about 1"" or longer","Cicada killer. ","Negative ID","2020-07-19","47.448703","-118.421576"
"ATT1033_20200719_110356.jpg","image/jpg","2020-07-19","Was on our window.","That is a wasp, but it is impossible to tell which one. Also, your county is currently Negative for Asian giant hornet.","Negative ID","2020-07-19","47.398594","-120.311332"
"ATT1034_20200719_110422.jpg","image/jpg","2020-07-19","Was on our window.","That is a wasp, but it is impossible to tell which one. Also, your county is currently Negative for Asian giant hornet.","Negative ID","2020-07-19","47.398594","-120.311332"
"ATT1035_47A50D4B-3747-4D6D-A861-65812B2CC43D.jpg","image/jpg","2020-07-19","This was on our window and kids are convinced we have Asian killer hornets.","This is a longhorn beetle. I am not sure which species it is.","Negative ID","2020-07-19","47.859906","-122.152623"
"ATT1036_2A538845-97AA-4963-8E01-ECE8088E6311.jpg","image/jpg","2020-07-19","We found two exoskeletons on scrub oak trees in Klickitat County that are larger than anything we have ever seen.","You found Cicada exoskeletons! Cool,","Negative ID","2020-07-19","45.911392","-121.042423"
"ATT1037_173A95DE-20EA-4BB5-B791-BFC8944DEFE8.jpg","image/jpg","2020-07-19","We found two exoskeletons on scrub oak trees in Klickitat County that are larger than anything we have ever seen.","You found Cicada exoskeletons! Cool,","Negative ID","2020-07-19","45.911392","-121.042423"
"ATT1038_55590E40-99DE-4027-B20F-064B6E8C8EC7.jpg","image/jpg","2020-07-19","We found two exoskeletons on scrub oak trees in Klickitat County that are larger than anything we have ever seen.","You found Cicada exoskeletons! Cool,","Negative ID","2020-07-19","45.911392","-121.042423"
"ATT1039_F54D74FF-1ADD-4FA5-A9F4-FBCCC9D3A74D.jpg","image/jpg","2020-07-19","We found two exoskeletons on scrub oak trees in Klickitat County that are larger than anything we have ever seen.","You found Cicada exoskeletons! Cool,","Negative ID","2020-07-19","45.911392","-121.042423"
"ATT1040_233A07EB-9BB3-4465-A062-7C9A10EC84BE.jpg","image/jpg","2020-07-19","We found two exoskeletons on scrub oak trees in Klickitat County that are larger than anything we have ever seen.","You found Cicada exoskeletons! Cool,","Negative ID","2020-07-19","45.911392","-121.042423"
"ATT1041_044D0A6D-2C6F-461F-9C8B-7F5899293433.jpg","image/jpg","2020-07-20","Orange face with dark eyes, big stinger,","Cicada killer. ","Negative ID","2020-07-20","47.418821","-120.249482"
"ATT1042_B1FAC94C-9281-4E29-8DDF-3823CD71213F.jpg","image/jpg","2020-07-20"," ","Cicada killer. ","Negative ID","2020-07-20","47.17964","-119.33367"
"ATT1043_A212DA19-F64F-43E1-99E6-44FB4B1CB787.jpg","image/jpg","2020-07-20"," ","Cicada killer. ","Negative ID","2020-07-20","47.17964","-119.33367"
"ATT1044_4D11799A-6B6C-4750-9134-64DC9003B50E.jpg","image/jpg","2020-07-20"," ","Cicada killer. ","Negative ID","2020-07-20","47.17964","-119.33367"
"ATT1045_9074BC93-3F5D-49B8-BAA6-1D5B3632D49C.jpg","image/jpg","2020-07-20","Not sure what this is, doesn’t look quite like your photos but we googled murder hornet and other photos more similar to this came up.","Gorgeous picture of a Urocerus horntail! She's a female.  /bgimage","Negative ID","2020-07-20","47.9943","-120.39953"
"ATT1046_trim.4D5547B4-E26F-401B-AE16-650AB551A8FB.MOV","video/quicktime","2020-07-20","I was outside my balcony with the light on till I saw something flying to me and I quickly moved away and went inside my kitchen window","Ten lined June bug beetle.","Negative ID","2020-07-20","47.399827","-122.183286"
"ATT1047_20200719_225914.jpg","image/jpg","2020-07-20","It was flying and sitting on my porch","That looks like a Carrion beetle, but it's hard to tell for sure.  ","Negative ID","2020-07-20","47.042832","-122.342465"
"ATT1048_What is this.docx","application/vnd.openxmlformats-officedocument.wordprocessingml.document","2020-07-19","I have seen a lot of yellow jackets and wasps on the security cameras but nothing this big so I am reporting it just in case. The photos are not zoomed in and the camera is mounted up high, I thought at first this was a bird.","That has the coloring of a bald faced hornet, which can be bigger. We've been getting other reports of them around the state. Also, your county is currently Negative for Asian giant hornet. ","Negative ID","2020-07-20","47.161465","-122.029685"
"ATT1049_received_565991734081752.jpg","image/jpg","2020-07-19","landed on friends dog big not aggressive  but killed it","Cicada killer. ","Negative ID","2020-07-20","47.938283","-118.226001"
"ATT1050_15952673749975908030303563727341.jpg","image/jpg","2020-07-16","Beachview Park, Clarkston, Washington state","Cicada killer. ","Negative ID","2020-07-20","46.41053","-117.04034"
"ATT1051_2BE71DEF-9986-48AC-B130-CBCF5FB98728.jpg","image/jpg","2020-07-19"," ","Cicada killer. ","Negative ID","2020-07-20","46.215209","-117.397629"
"ATT1052_D6A74405-A73A-4993-A4E8-3BC976036323.jpg","image/jpg","2020-07-20","Found floating in our swimming pool.  We do have honey bee hives and would like advice on what if anything we can do.","Cicada killer. ","Negative ID","2020-07-20","46.744978","-120.754222"
"ATT1053_image.jpg","image/jpg","2020-07-20","Found floating in our swimming pool.  We do have honey bee hives and would like advice on what if anything we can do.","Cicada killer. ","Negative ID","2020-07-20","46.744978","-120.754222"
"ATT1054_6A4A9DE8-E76E-42B2-9875-A846710FE438.jpg","image/jpg","2020-07-20","This was dead on our tent pad while camping.","Cicada killer. ","Negative ID","2020-07-20","48.01341","-119.60936"
"ATT1055_A009153D-E0EF-40A4-9630-9BD677BE268B.jpg","image/jpg","2020-07-20","This was dead on our tent pad while camping.","Cicada killer. ","Negative ID","2020-07-20","48.01341","-119.60936"
"ATT1056_67E53F9A-2FEA-4EFF-9E8B-90B212D7C3C3.jpg","image/jpg","2020-07-20","This was dead on our tent pad while camping.","Cicada killer. ","Negative ID","2020-07-20","48.01341","-119.60936"
"ATT1057_C0B41049-D54F-45C3-A1FC-11CE45D79862.jpg","image/jpg","2020-07-20"," ","Cicada killer. ","Negative ID","2020-07-20","46.498939","-117.065335"
"ATT1058_EDB8433A-3E8A-4914-AB7B-93274E0D776D.jpg","image/jpg","2020-07-20","First sighting was last night","Golden digger wasp.","Negative ID","2020-07-20","47.648854","-122.402014"
"ATT1059_37D4335D-1C9D-4241-924F-BBE97B2268C5.jpg","image/jpg","2020-07-20","Forgot add my email address. Wasp 1.5 inch long stuck in spider web. I didn’t dare get closer as it was still alive.","That is a bumble bee stuck in the web. ","Negative ID","2020-07-20","47.681275","-122.205025"
"ATT1060_20200720_151321.jpg","image/jpg","2020-07-20","Got a photo. Reported earlier.","Golden digger wasp. ","Negative ID","2020-07-20","47.269654","-122.497513"
"ATT1061_8B4C5CB9-0209-465A-8CEB-D6F266C2237A.jpg","image/jpg","2020-07-20","Found this guy on our street when I was walking my dogs in the morning. It was dead.","Cicada killer. ","Negative ID","2020-07-20","47.15608","-122.109438"
"ATT1062_E0263289-A529-4A76-BE1C-4D93139A3110.jpg","image/jpg","2020-07-20","It was dead in our kiddie pool.","Cicada killer. ","Negative ID","2020-07-21","46.412394","-117.576956"
"ATT1063_21C2A5A2-D90D-4BE2-B6D2-B08CCF0A9568.jpg","image/jpg","2020-07-20","It was dead in our kiddie pool.","Cicada killer. ","Negative ID","2020-07-21","46.412394","-117.576956"
"ATT1064_B26964D7-41FD-4BEF-AB5D-84ED25FC3D08.jpg","image/jpg","2020-07-21","Caught it on our pool cover","Cicada killer. ","Negative ID","2020-07-21","47.4176","-120.28674"
"ATT1065_CF50E80D-BA03-42AF-A46F-3C509FF1055E.jpg","image/jpg","2020-07-21","Caught it on our pool cover","Cicada killer. ","Negative ID","2020-07-21","47.4176","-120.28674"
"ATT1066_34DCB50E-BE73-4936-93AB-85FD56DDFC36.jpg","image/jpg","2020-07-21","I say a very large black flying insect that looked like a bee and went inside. When I can outside I saw a large insect that looked like a lighter colored bee with a missing head on my back deck barely moving and I have it in a container","Ten lined June bug beetle","Negative ID","2020-07-21","48.06114","-122.1769"
"ATT1067_056C542D-9010-4183-9E01-304033B56910.jpg","image/jpg","2020-07-20","Was in the house acting lethargic. Swatted with a fly swatter and it fell behind couch inside radiator. Waited for my husband to get him out of the radiator. So he is a little curled up and dry. He looked a lot bigger when it was hopping around on the wi","Bald faced hornet. ","Negative ID","2020-07-21","48.862239","-122.59526"
"ATT1068_61698896581__AA3D3D79-1F8C-44FE-8F09-C1B3D493AC6C.MOV","video/quicktime","2020-07-20","Was in the house acting lethargic. Swatted with a fly swatter and it fell behind couch inside radiator. Waited for my husband to get him out of the radiator. So he is a little curled up and dry. He looked a lot bigger when it was hopping around on the wi","Bald faced hornet. ","Negative ID","2020-07-21","48.862239","-122.59526"
"ATT1069_A317D94A-3201-4F36-84F6-B20803F2D2CF.jpg","image/jpg","2020-07-20","Was in the house acting lethargic. Swatted with a fly swatter and it fell behind couch inside radiator. Waited for my husband to get him out of the radiator. So he is a little curled up and dry. He looked a lot bigger when it was hopping around on the wi","Bald faced hornet. ","Negative ID","2020-07-21","48.862239","-122.59526"
"ATT1070_9CAE235F-382A-47CD-B5B7-79BE4B6F3740.jpg","image/jpg","2020-07-20","Was in the house acting lethargic. Swatted with a fly swatter and it fell behind couch inside radiator. Waited for my husband to get him out of the radiator. So he is a little curled up and dry. He looked a lot bigger when it was hopping around on the wi","Bald faced hornet. ","Negative ID","2020-07-21","48.862239","-122.59526"
"ATT1071_image.jpg","image/jpg","2020-07-20","Was in the house acting lethargic. Swatted with a fly swatter and it fell behind couch inside radiator. Waited for my husband to get him out of the radiator. So he is a little curled up and dry. He looked a lot bigger when it was hopping around on the wi","Bald faced hornet. ","Negative ID","2020-07-21","48.862239","-122.59526"
"ATT1072_04BF446B-9263-42D7-AF59-ECC35A556E87.jpg","image/jpg","2020-07-21"," ","Golden digger wasp. ","Negative ID","2020-07-21","47.503333","-122.192205"
"ATT1073_ADC04861-B739-4429-8959-1F3DB20D8024.jpg","image/jpg","2020-07-21"," ","Cicada killer. ","Negative ID","2020-07-21","47.127385","-119.273195"
"ATT1074_0BE15C65-4EE5-4321-8936-33F0C1E239BB.jpg","image/jpg","2020-07-21","It hovered right in front of me for about 5 seconds, them flew towards my husband. We did not get stung. It was about 2 inches long.","This image is from the internet. Please submit your own picture. This county is currently negative for Asian giant hornet.","Unverified","2020-07-21","47.448041","-121.770144"
"ATT1075_IMG_0668.jpg","image/jpg","2020-07-20"," ","Cicada killer. ","Negative ID","2020-07-21","47.540497","-120.281752"
"ATT1076_IMG_0685.jpg","image/jpg","2020-07-20"," ","Cicada killer. ","Negative ID","2020-07-21","47.540497","-120.281752"
"ATT1077_IMG_7348.jpg","image/jpg","2020-07-20"," ","Cicada killer. ","Negative ID","2020-07-21","47.540497","-120.281752"
"ATT1078_IMG_3873.jpg","image/jpg","2020-07-20"," ","Cicada killer. ","Negative ID","2020-07-21","47.540497","-120.281752"
"ATT1079_C464AC11-C2BD-48F0-8C6F-2AC90C92D828.jpg","image/jpg","2020-07-20","Is much bigger than other bees and dark brown/orange with yellow stripes.","That's a Cicada killer. ","Negative ID","2020-07-21","47.450892","-119.253884"
"ATT1080_20200721070740855.pdf","application/pdf","2020-07-20","The attached photo is off the internet but was used to show the carpenters to confirm this is what they saw. Currently working on a construction site in Wenatchee Washington (Wells Hall). Two Carpenters working for me reported a giant hornet buzzing arou","No, we need a photo from the actual sighting. Your county is currently Negative for Asian giant hornet.","Unverified","2020-07-21","47.429885","-120.334748"
"ATT1081_20200721_095607.jpg","image/jpg","2020-07-21","Cutting wood, had one about 2 inches long crawl out."," ","Unverified","2020-07-21","47.96329","-122.001444"
"ATT1082_00D25366-050A-43B9-9016-C5BD7AE46746.jpg","image/jpg","2020-07-21","Not sure ,but it looks like one and the size is very close","No, that's a Cicada killer. ","Negative ID","2020-07-21","47.45424","-120.28131"
"ATT1083_Hornet on flower A 2020_07_21 Estrausz .jpg","image/jpg","2020-07-21","Saw this large hornet (?) on my deck in Seattle. Not seen this insect before. It was about 1.25 inches in length. Looking on the internet, it most looked like  an European Hornet but I couldn't find info saying they were found on the west coast. We also","That's a Golden digger wasp! ","Negative ID","2020-07-21","47.71864","-122.28782"
"ATT1084_Hornet on flower 2020_07_21 Estrausz.jpg","image/jpg","2020-07-21","Saw this large hornet (?) on my deck in Seattle. Not seen this insect before. It was about 1.25 inches in length. Looking on the internet, it most looked like  an European Hornet but I couldn't find info saying they were found on the west coast. We also","That's a Golden digger wasp! ","Negative ID","2020-07-21","47.71864","-122.28782"
"ATT1085_Hornet posterior view on flower 2020_07_21 estrausz.jpg","image/jpg","2020-07-21","Saw this large hornet (?) on my deck in Seattle. Not seen this insect before. It was about 1.25 inches in length. Looking on the internet, it most looked like  an European Hornet but I couldn't find info saying they were found on the west coast. We also","That's a Golden digger wasp! ","Negative ID","2020-07-21","47.71864","-122.28782"
"ATT1086_Size reference for hornet on flower.jpg","image/jpg","2020-07-21","Saw this large hornet (?) on my deck in Seattle. Not seen this insect before. It was about 1.25 inches in length. Looking on the internet, it most looked like  an European Hornet but I couldn't find info saying they were found on the west coast. We also","That's a Golden digger wasp! ","Negative ID","2020-07-21","47.71864","-122.28782"
"ATT1087_IMG_0857.MOV","video/quicktime","2020-07-21","Found on a woodpile, probably not the Asian Hornet but wanted to report just in case","That's a native horntail wasp. What a beaut! Please don't kill them.","Negative ID","2020-07-21","48.316142","-122.529232"
"ATT1088_IMG_0858.jpg","image/jpg","2020-07-21","Found on a woodpile, probably not the Asian Hornet but wanted to report just in case","That's a native horntail wasp. What a beaut! Please don't kill them.","Negative ID","2020-07-21","48.316142","-122.529232"
"ATT1089_IMG_0850.jpg","image/jpg","2020-07-21","Found on a woodpile, probably not the Asian Hornet but wanted to report just in case","That's a native horntail wasp. What a beaut! Please don't kill them.","Negative ID","2020-07-21","48.316142","-122.529232"
"ATT1090_8E9351D2-1307-442F-9570-A6F087C45CAD.jpg","image/jpg","2020-07-21","In my front yard","That's really hard to see. It is not an Asian giant hornet. Your county is currently Negative for them.","Negative ID","2020-07-21","47.181255","-122.525627"
"ATT1091_hornet_North Creek.jpg","image/jpg","2020-07-21","The hornet landed on the windshield of my car as I was driving to work.  It hung on despite 35 mph conditions.  It then crawled under the hood of my car and I parked at work. I'm not sure if it's still under there.","That looks like a yellow jacket.","Negative ID","2020-07-21","47.771173","-122.188857"
"ATT1092_20200721_132811.jpg","image/jpg","2020-07-21","Found on a trash can at the Clinton Washington ferry Terminal","That's a native sawfly. ","Negative ID","2020-07-21","47.975096","-122.349975"
"ATT1093_20200721_132818.jpg","image/jpg","2020-07-21","Found on a trash can at the Clinton Washington ferry Terminal","That's a native sawfly. ","Negative ID","2020-07-21","47.975096","-122.349975"
"ATT1094_15953642988985179381122132273680.jpg","image/jpg","2020-07-21","Found on a trash can at the Clinton Washington ferry Terminal","That's a native sawfly. ","Negative ID","2020-07-21","47.975096","-122.349975"
"ATT1095_Bee1.jpg","image/jpg","2020-07-19","We spotted this on a pool floaty Sunday afternoon. I am not sure if the picture shows it but it was at least two to two and 1/2 inches long. It was the largest bee any of us have ever seen!","Cicada killer. ","Negative ID","2020-07-21","47.17808","-119.33105"
"ATT1096_Bee2.jpg","image/jpg","2020-07-19","We spotted this on a pool floaty Sunday afternoon. I am not sure if the picture shows it but it was at least two to two and 1/2 inches long. It was the largest bee any of us have ever seen!","Cicada killer. ","Negative ID","2020-07-21","47.17808","-119.33105"
"ATT1097_BC80649A-168D-436F-8B36-23F5C1709C9B.jpg","image/jpg","2020-07-21","It is not letting me download a picture. I will try again! Flower petals measured 2 inches.","That looks like a chubby bumble bee.","Negative ID","2020-07-21","47.670783","-117.463435"
"ATT1098_A84B8630-02B8-48ED-8540-F724252A0B7A.jpg","image/jpg","2020-07-19","Killed specimen and have saved it","Cicada killer. Please don't kill them. ","Negative ID","2020-07-21","46.658386","-120.548762"
"ATT1099_78CA1B36-76FE-4078-9A22-7FE3D4701A3E.jpg","image/jpg","2020-07-19","Killed specimen and have saved it","Cicada killer. Please don't kill them. ","Negative ID","2020-07-21","46.658386","-120.548762"
"ATT10_67EAF187-B59C-4F5F-BAAC-9F76E06A96D6.jpg","image/jpg","2020-02-29","I’m not sure what this is, but it was the biggest looking wasp/hornet I’ve ever seen, at least an inch long. Sorry for the poor quality picture, I went inside to get a glass to catch it and it flew away.","This is a large fly that mimics bees! Thanks for submitting it.","Negative ID","2020-02-29","48.729596","-122.480035"
"ATT1100_3C6298A6-C567-4F1F-8A93-E64F62174B6F.jpg","image/jpg","2020-07-19","Killed specimen and have saved it","Cicada killer. Please don't kill them. ","Negative ID","2020-07-21","46.658386","-120.548762"
"ATT1101_1595368698983-813014623.jpg","image/jpg","2020-07-21","Sitting on my deck. May have been lethargic.  Cut in half. Measured 1.5 inch.","Golden digger wasp. Please don't kill them. ","Negative ID","2020-07-21","45.826506","-120.828741"
"ATT1102_7536D699-C274-40F2-AAEE-2C1390253361.jpg","image/jpg","2020-07-21"," ","Cicada killer. ","Negative ID","2020-07-21","46.3943","-117.020025"
"ATT1103_3B10816D-ACCA-4495-A9D6-1B59A7044431.jpg","image/jpg","2020-07-20","My family and I saw at least 4 hornets eating bees around our campsite. We camped at Third Beach in Forks, WA. They were found at the end of the trail head where the fresh water creek runs into the ocean. All surrounding the pile of drift wood.","That's a bee mimic Robber fly!  ","Negative ID","2020-07-21","47.95014","-124.38543"
"ATT1104_IMG_6694.jpg","image/jpg","2020-07-21","I'm not at all certain that this was an asian giant, but it was 1.5"" long and I cannot find a photo of a PNW wasp that matches up. Kinda freaked me out - please let me know if you know which this is. Photo was taken in 98136.","It's a Golden digger wasp. Please don't kill them. ","Negative ID","2020-07-21","47.521678","-122.384479"
"ATT1105_IMG_6691.jpg","image/jpg","2020-07-21","I'm not at all certain that this was an asian giant, but it was 1.5"" long and I cannot find a photo of a PNW wasp that matches up. Kinda freaked me out - please let me know if you know which this is. Photo was taken in 98136.","It's a Golden digger wasp. Please don't kill them. ","Negative ID","2020-07-21","47.521678","-122.384479"
"ATT1106_2EC690B2-44AF-486A-8C4E-8542DB2ADE8F.jpg","image/jpg","2020-07-22"," ","Ten lined June bug beetle.","Negative ID","2020-07-22","47.178671","-122.26112"
"ATT1107_8B2F2697-096A-4402-8267-58D52BE5D76C.jpg","image/jpg","2020-07-22"," ","Ten lined June bug beetle.","Negative ID","2020-07-22","47.178671","-122.26112"
"ATT1108_27203239-E3B9-4F7A-8356-33C04CF96863.jpg","image/jpg","2020-07-22","This big guy just tried to fly in my house in the north Seattle neighborhood of Wallingford.","That's a female horntail. Please don't kill them.","Negative ID","2020-07-22","47.663799","-122.341669"
"ATT1109_20200721_223635.jpg","image/jpg","2020-07-21","We found this at my work and had trapped it in between a window and screen. It was about 2"" long and had a big stinger stingers couple millimetres long, it also had Black and yellow stripes along its body.","That's a female horntail. Help her get outside. Please don't kill her.","Negative ID","2020-07-22","47.441921","-121.747525"
"ATT1110_IMG_1064.jpg","image/jpg","2020-06-15","Location is Valleford, WA, on the corner of Spangle Creek Rd and Valley Chapel Rd. I saw this within the last month or two, maybe the photo indicates exact date. It was longer than it appears in this photo. It was not a bumble bee as this image makes it","Thanks for the submission. That looks like a chubby yellow jacket. Your county is currently Negative for Asian giant hornet.","Negative ID","2020-07-22","47.547757","-117.216261"
"ATT1111_image.jpg","image/jpg","2020-07-22","Headless body of large insect","That could be a Cicada.","Negative ID","2020-07-22","47.554662","-122.143817"
"ATT1112_15954555189084452346498115456004.jpg","image/jpg","2020-07-22","Found  in pool","Female horntail sawfly.","Negative ID","2020-07-22","47.235128","-122.356223"
"ATT1113_20200722_143612.jpg","image/jpg","2020-07-22"," ","That's a female horntail sawfly. Please let her go.","Negative ID","2020-07-22","47.335563","-122.62679"
"ATT1114_20200722_144625.jpg","image/jpg","2020-07-22"," ","That's a female horntail sawfly. Please let her go.","Negative ID","2020-07-22","47.335563","-122.62679"
"ATT1115_6F05A95E-B533-400D-B4FE-30402D77024D.jpg","image/jpg","2020-07-22","Just saw these asian hornets","That's a female horntail sawfly. Please don't kill them.","Negative ID","2020-07-22","47.213039","-122.554338"
